title,text,rating,sentiment,review_year
YUM,"Chris hits it out of the park again with another great cookbook. I have always thought of ramen as a cheap prepackaged soup that was meant for college kids. After reading this cookbook and seeing all the options, I am excited to eat ramen as a regular item on our menu. From seafood options to vegetarian options, they all look delicious. As per his other books, Chris not only shares recipes but has tons of information about Chinese cooking and ingredients. Warning to friends and family: this will be your birthday gift this year!",5.0,1,2021
Excellent Dietary Advice and Natural Remedies for Dealing with Perimenopause!,"Ann Louise Gittleman is a nutrition expert who also specializes in topics women are concerned with in the challenging years of perimenopause. By reading this book you will learn life-saving information that can help you be healthier and happier! I feel better already just because I now feel understood.<br /><br />Are you feeling irritable, anxious, moody, weepy, fatigued and depressed? Are your periods irregular? That is what happens at the start of perimenopause and it can feel like the end of your world as I found out when I missed one period. Fortunately there is a lot of dietary advice and information on natural remedies that can turn your life back around.<br /><br />The most helpful advice in this book is to start using natural progesterone cream which has helped me greatly and changed my whole attitude to life in a matter of months. Now I'm happy again like I used to be. I'm not crying all the time anymore or feeling depressed and moody!<br /><br />What I loved about this book was how Ann Louise Gittleman gets right to the remedies so you can feel better fast.<br /><br />From my own experience with magnesium, I think Ann is right to recommend it to women my age. She mentions CALM magnesium which I'm a fan of now. She is also right about the right fats being slimming. A few weeks of using macadamia oil has great effects and I lost three pounds. This book introduces you to a different way of eating. You'll learn about adding coconut oil to your coffee and start using stevia as a sweetener for your drinks. She seems to be promoting a high-fat, low-carb diet.<br /><br />Some of the subjects this book discusses include: aging, estrogen dominance, allergies, anxiety, thyroid disease, bone broth, bile, bioidentical hormones, black cohosh, progesterone cream, breast cancer, cholesterol, diabetes, DHEA, good fats, GLA, headaches, heart disease, calcium supplementation, natural hormone therapy, osteoporosis, probiotics, uterine fibroids, uva ursi, water retention and weight gain.<br /><br />I learned a great deal about nutrition from reading this book and also discovered a few supplements that I want to try soon like black currant seed oil.<br /><br />I recommend the kindle book to those who need information fast and the paperback for those who want to go through the book with a highlighter and want to cook the recipes from the book. I have both! The paperback is really well designed but the print is small. So that may be a consideration if you are over 40 like me and need to wear reading glasses! The kindle book is easier to read.<br /><br />I think this book is for every woman to know about the stage of life called perimenopause before it happens. When you know there are so many remedies out there, there is less to fear! Empower yourself by reading this book sooner than later! I'm glad I did.<br /><br />I would however only recommend non religious meditation and yoga. The author doesn't differentiate between religious and non religious meditation.<br /><br />~The Rebecca Review<br /><br />P.S. I'm reading this book again and it is even better the second time. The best parts of the book are the sections on diet. I'm eating lemon curd Greek yogurt and kiwifruit. Delicious! Also eating more salmon and healthy vegetables. This book is inspiring! I'm also taking one tablespoon macadamia nut oil per day and feeling great. The blackcurrant seed oil is also helping me now that I'm taking it daily. Just take it in the morning since it seems to give you a lot of energy!",5.0,1,2021
Great Story,"I really enjoyed this series and thank you to the writers for offering it in one big box set. I loved all the characters: Callie, Montana, Magnar, Erik, Clarice, Julius, Miles, Warren, Chickoa, and even Fabian. There were times where I hated every single one of them, but I grew to appreciate them all despite their faults.<br /><br />The only issue I had with the books were their length! Not that I mind long books or anything, but there were some parts in the middle that went on and on with not much happening to move the plot along. This series could have been quite a bit shorter, but other than that, it was very well done and intriguing.<br /><br />Well done!",4.0,1,2021
*Cartoonishly Dumb*,“Day of the Devourer” is a cartoonishly dumb story of a intergalactic secret agent who becomes a free agent secret agent as he bumbles about the galaxy with his two sidekicks battling equally cartoonishly dumb alien villains.<br /><br />Read fully via Kindle Unlimited and is not recommended.,1.0,0,2021
Good to decide if a paralegal career was right for me,"I purchased this book, because I was going through court reporting classes. My city and county have stopped hiring court reporters, so I needed a backup plan. I've been looking into Paralegal programs. I bought this to decide if it might be a good idea.<br /><br />After reading this book, I decided I would enroll in classes. I am taking my first paralegal courses this fall, in just a few weeks. This book helped me make that decision.",5.0,1,2021
The Best Cookie Book Ever,"I've had great success with Helen Fletcher's recipes before so I knew I had to have her new cookbook. As a cookbook collector, I already have several cookie books but this one is special. Usually I skim the Techniques and Ingredients sections, always intending to read them another day, but this time I sat and read them. I learned so much! The recipes are so enticing that I have already baked three of them: Chocolate Brownie Cookies (fudgy and delicious), Baileys Chocolate Crinkles (the liqueur adds a subtle flavor to these blissful bites), and Levain Style Chocolate Chip Cookies (6 ounces of chocolate chip studded dough for each cookie!). My family and I love the cookies! Mini Black and Whites are next. The instructions are clear, the photographs are wonderful, and the enjoyment is 100%. I would give this book ten stars if it were allowed.",5.0,1,2021
Eat Restaurant Dishes at Home,"This collection of recipes from popular chain restaurants includes signature dishes from Applebee's, Olive Garden, Cheesecake Factory, Panera, Cracker Barrel, Red Lobster, P F  Chang's, and Starbucks.  For the most part, the recipes I tried did not disappoint.  However, I was disappointed that when they included Red Lobster's  coconut shrimp recipe, they used a standard chile sauce instead of their signature creamy pineapple dip.<br /><br />While the recipes turned out well, they were not easy to follow.  Dennis makes a point in the introduction of suggesting that cooks use a scale and measure ingredients by weight, but she doesn't list weight measurements for most of the recipes.  She also doesn't use the standard practices of putting the ingredient amounts first in the ingredient list (e.g., flour (.5 cups) instead of 0.5 cup flour) and listing the ingredients in the order they are used in the recipe.  The readability of the recipes and ease in following them would be greatly improved by using the recipe format most high-quality cookbooks follow and either hiring an editor with cookbook experience or trying to make the dish herself by simply doing exactly what the recipe says.  This is what a novice cook would and I expect that the novice would get confused in places.  I got confused by the instructions in places and I'm an experienced cook.<br /><br />She could have improved the readability of the book and made it much more interesting if she had written introductions to the recipes. I would have appreciated knowing why she chose those recipes and what she thinks makes them so popular.",3.0,0,2021
Girl Sees Angels - maybe 4.5 stars,"I've not read a book like this before and it drew me in.  I liked the characters and I liked the storyline.  I did find myself feeling bogged down around the middle of the book because it was too much to see angels/demons hanging on everyone.  I wanted a break - yet I kept reading and I read it quickly.  I looked up some of the words/ideas in this book.  This is fiction, so I did not have an issue another reviewer had about the way this book was written (seeing Jesus, calling on Angels, etc.)  I just bought another book by this author.  (But I am going to read something else before starting it.  Need something light!)",5.0,1,2021
Stunning,"As someone who lives in the Texas Great Plains, amidst cotton, corn, and wheat fields, I was looking forward to reading this story of my region as it was 80+ years ago during the Great Depression and Dust Bowl Days.  We still get the occasional dust storms, but nothing as described from those times.<br /><br />But this story was so much more, as it humanized the actual tragedies that happened to people who first stayed in the land to fight the elements and then were forced to leave the land, most going West to California.  There they lived in unimaginable conditions and treated like pariahs by the locals.  Abused by the growers who would lower their wages with little excuses and legally rob them by charging rent and making them buy at the company store where they would charge exorbitant prices.  All out on credit and deducted from wages, forcing them further in debt.  It was, in reality, slavery.<br /><br />Through it all we have the story of Elsa, a woman who finds her voice to say, ""Enough.""  Her courage and her love, a legacy she gives to her children.<br /><br />Beautifully written.  Had me crying at the end, a sign of how moved I was.",5.0,1,2021
Horrible Premise,This book was very disappointing after the enthusiastic reviews.  The premise was antiquated and revolting especially for a book set in the 1990's.  It angered me that someone would write something that described the aristocracy and national decision makers as colluding such a ridiculously sexist plot.  The solution presented by the author is just horrifying.  Definitely not worth the read.,1.0,0,2021
The beat goes on,"King is getting older, but his writing isn't. I've surprised many mentioning that I don't read his books for the horror element. I read them because of his characters. Any spooky/horror/humor is just icing on the cake. If you have trouble believing that, read this book. No horror or supernatural occurrences at all. Just his characters doing what they do. It's what he does to perfection.",5.0,1,2021
Whoa this is a throw back to the old Petit style,This is the best in a long time lots of action...edge of your seat not knowing how it will all end..Loved it Added it to my collection..A 5 star for sure...of course there are a few edit flaws...I can read around them..Mr Petit writes a 300 plus page book in less than a month and all of them keepers...Love you Mr P and all you Heroes this one included,5.0,1,2021
"Good, Bad and Confusing","What a strange read and a strange life!  The good includes that Mia is surprisingly one heck of a writer.  Some of the writing, especially early in the book is lovely and eloquent.  Other good elements are her frank discussion of polio, her parents and her sheltered, surreal childhood.  The confusing - how can anyone be that clueless?  She seems to feel nothing for breaking up Andre Previn's marriage and family, runs off into the jungle in India without a clue of the dangers, no red lights go off when Woody Allen refuses to engage with many of her children yet pays special attention to one.  Some of the stories were so bizarre I had a hard time believing them to be real.  The bad - wow, what a scum bag Woody Allen is!  Yet, her ditzy, flower child attitude enabled his horrific behavior to continue and flourish.<br /><br />I found the beginning of the book interesting, the middle okay, but the final third just made me what to slap both Woody Allen and her!  The final few pages about how idyllic her life is now with all of her happy, well-adjusted, successful children is downright delusional seeing that some of her children won't speak to her and others have died.  Not sure what planet this woman lives on and amazed she is still worth millions - utterly confusing.",3.0,0,2021
Not the thriller I was hoping for and nothing is resolved at the end,"Vanessa, Noelle, and Diamond are three women of varying ages with different backgrounds and personalities. They do have one thing in common though - they are all married to the same man. Wealthy businessman Cyrus Grey has been juggling three wives and a demanding business, but everything comes crashing down when he is shot outside one of his homes. As he remains in critical condition, secrets that both he and his wives were keeping begin to be revealed.<br /><br />I love the premise of this book and the characters are very interesting, but for the most part unlikable. I think Noelle is trying to do the right thing in an unimaginable situation and I felt sorry for Diamond who is trying to make a better life for herself. Most of my problem with the book is my expectations. I was expecting a domestic thriller, but the book is more of a romantic suspense about who shot Cyrus and that answer becomes evident fairly quickly. I was surprised by the number of steamy love scenes in the book. In addition, the book’s description states this is the start of a new series, but I didn’t realize that nothing would be resolved in this installment. The story ends abruptly with everything in limbo with a note to stay tuned for the next entry in the series. I don’t know how many books are planned in the series or when all the questions will be answered. The book is fast-paced, so it depends on what you are looking for. I was looking for a thriller with at least the main plotline resolved by the end, so I was disappointed.<br /><br />Thank you to NetGalley and Kensington Books for this ebook. An advance copy was provided to me at no cost, but my review is voluntary and unbiased.",3.0,0,2021
"An outstanding new series!  Dak Harper is here!  Look out, bad guys!","What a thrill ride this book was!  The action never stops - literally!  Dak Harper is ex-Delta Force, which tells you immediately that this will be a no-holds-barred fight between good and evil.  Dak accepts a job to recover an ancient sword, reported to have belonged to Conquistador Francisco Pizarro, now owned by the head of the largest cartel in Lima, Peru.  Sounds simple, right?  But Dak then discovers the horrible actions of the cartel, especially how they use children to deliver drugs and money to cartel locations around the city, putting them in danger of being hurt or killed.  Dak vows to put a stop to this, and, along with an old friend, he wages war on the cartel.  And I do mean war!  Yes, there is much more violence and bloodshed than in Ernest Dempsey's other books, but don't let that stop you from reading it, because, if you are like me, you will be cheering Dak on as he saves the innocents from the horrible lives they have been living.  I spent more time gasping and holding my breath than with any other book I have read.  In fact, I embarrassed myself once by loudly exclaiming ""YES!!"" - unfortunately , I was in a doctor's office at the time.  But it all worked out, because I introduced two other people to Ernest's books.  So, if you are not already a fan, get this book (or any of his books), and you will soon see why so many people love him.  Highly recommended - what an understatement!  Thanks again, Ernest.  You never disappoint.",5.0,1,2021
Should have ended while the author was ahead!,This was a very quick read and I was enjoying it until the ending kept going on and on.  It was unrealistic and annoying.  The story should have ending with the reveal.  It didn't need anymore  surprise plot twists.,4.0,1,2021
Knocking,"This story was not a romance story. But a story of faith, adversity, growth, and mostly love. The love that is shown by God when you've been knocked down. The women in this book are all interconnected one way or another by faith and healing. This is the first in the series. Will be looking for the next book later.",4.0,1,2021
"Editing, editing, editing…..",…..is sorely needed for this series. Significantly interferes with the pleasure of reading when the reader can’t make sense of the sentence or paragraph.,3.0,0,2021
Bummer,"I was excited for another Reacher adventure and this is such a let down. I went in to this one with an open mind and was willing to give it a lot of leeway.  Not even close to the same Jack Reacher. So disappointing, actually boring. I don't have a ton of money to spend on books and I wish I didn't spend it on this one. Save your money and get this one from the library or just skip it all together.",1.0,0,2021
Did not expect a SJW theme,Sounds like an interesting book plot until you realize just how left-leaning the author is after reading the first few chapters.,1.0,0,2021
Wimp who freezes in combat transported to a new world and turned into a girl...... Meh?,"The idea here is top notch.  The idea that a group of people are snatched from Earth and put into a new world is not a new one, but it has a lot of possibilities and this story takes advantage of those variants.  Its a solid foundation and placed in a rather well thought out world with a power progression system that doesn't instantly create OP morons.<br /><br />But, a great idea and plot needs a good main character, and I'm sorry, but Doug/Sabine is way too much of a spectator.  heck, given an opportunity to learn a skill all of his companions except one get combat skills (Axe wielding, archery, spear fighting, knife fighting, marksmenship), what does our ""hero"" get?  Read local language.<br /><br />I'm not kidding.  He's such of a non-combatant that he decides to get a skill to read.  Now it is possible that someone can create a hero who's only skill is reading, but..... that doesn't fit the world that our author worked so hard to create.<br /><br />Of course, this non-combatant issue shows up multiple times in the tale, except for when the author needs the hero to actually be ""heroic"".  Doug stands and watches as goblins attack, eventually taking a spear in the gut for his troubles.  Then they run into bandits and Doug/Sabine (he's turned into a girl by this point), stands around watching until directly attacked.  he also fails to support others because he's too busy thinking.<br /><br />But once in the first town she joins a brawling contest despite even saying that it was a bad idea (and then spends the time between each match thinking about how little she wants to fight, except for beating one of the other competitors.)<br /><br />The logic spirals out from there.  Its not terrible, but for me it was an endless impression of ""this character is worthless"".<br /><br />So story - good to borderline great<br />world building - solid<br />characters - bad, like really, really not worth reading about.<br /><br />High range 3 score.  Have the main character have any backbone and I might have given this a 4, but with a hero who watches fights rather than participating it can't get mroe than a 3.  I want a hero, not another zero.",3.0,0,2021
Bad due to not focusing on the main character,"This tale commits one major ""flaw.""  The title and blurb suggests that the main character is a professional ""goon"" or henchman who works for supervillains and that it is his journey we will be following as he navigates the world of heroes and villains.<br /><br />But we get a constant jump between this very pedestrian anti-hero who is far too willing to go with the flow and with suggestions given to him from others, and a couple of different heroes.<br /><br />Again, we jump focus between the main character who is a villain type and some heroes.  And these jumps are long, often occurring in overlapping timelines and extremely convoluted.  It was clear that the author wanted to write a mystery but rather than work it around one character, tries to use multiple conflicting characters to help blur the storyline and path.<br /><br />That never works for me anymore.  I dislike it when long established authors like David Weber does it, even when he has the experience to make the characters in the scene work.  Here, the characters did not work.  They were too unformed, and I quickly lost any interest.<br /><br />It might be a great book, but I just couldn't tolerate the focus jumps, so once again I have to give it 2 stars.  YMMV, but unless you like when the author jumps from character to character without clearly focusing on a single purpose or main character, I'd stay well away from this tale.",2.0,0,2021
It just wasn't compelling,"I usually like Daniel's tales.  He manages to have surprisingly human characters despite the power he gives many of them.  Sadly, this tale does not hit the high notes very well.  In fact, I'd argue that it is his weakest start to a series.<br /><br />The problem started with Stern.  He's not a bad person, but his physical looks while not well defined to the reader are continuously noted as being a major problem.  People react negatively to his appearance, and as he is empathic, he feels their fear and hatred.  it makes him a very unsympathetic character from the start.  There is a clear attempt to override this by making him seem a lot more approachable and honorable, but it still just left me feeling a bit cold.  I don't like anti-hero type characters and this was not even that.  It was an abused hero.<br /><br />That really became the foundation for my issues with the entire story.  The dungeon mechanics are not too outrageous although the perk system will almost certainly be abused by Daniel in future volumes.  And the two initial companions are fleshed out enough to make them memorable.  But when I compare this to the Binding Words or Aether's Rebirth series, it falls way short.<br /><br />Lovers of Daniel's style will probably enjoy this tale, although it is a significant departure from some of his usual writing style.  The themes of a harem following a special male is still there, and he does manage to pack a lot of adventure into the tale.  But when I rate it against other series and books I've read, it is not much better than average.",3.0,0,2021
I bet you can’t guess who done it. Great book,"This author is terrific. This book was great. Lots of details.  Again, most characters you want as friends. I like a book where you aren’t sure “who done it”.  A bonus is getting some names of yummy restaurants.  Thank you Pamela Kelley for all of your wonderful books.",5.0,1,2021
Blacktop Bloodbath,"I understand the hype for this book, but it wasn’t for me.<br /><br />Maybe I’m not the target demographic this book, as I’m not much on cars/racing, but...I have an open mind.<br /><br />The extended violent scenes were...cumulative, overdone and exhausting.  Blacktop Bloodbath is more like it.<br /><br />The female characters were one-dimensional cliches.  Other reviews made note of too much telling and not enough showing.  As far as the violence goes, both telling and showing can push a novel out of fiction and into bloody cartoon territory.  The “bad guys” were also cliches.  Recycled retreads from movies and television.<br /><br />I can spot a set-up for a sequel/series a mile away in this one and I will pass on the next installment.  I’m still feeling sick from the graphic violence in this book, and disappointed, again, by the literary hype machine.",2.0,0,2021
"Review of entire trilogy.  First two books a 4, third book a 2.","Great world building, great characters, that you grow to like.  For the most part, showing, not telling.  Great narrative voice, it's easy to read.<br /><br />That said.  There are serious flaws.  By book three, all the hints have been dropped, the foreshadowing, has all been repeated, too many times, we get it, that's enough.  Everything has been set up, and it's time for some heavy handed RJ Barker philosophy, it's a nice enough philosophy, about a bunch of happy topics, but book plot just grinds to a halt.<br /><br />A big long pointless ocean chase, with ""clever ruses!""  that have been used before by other authors, that took up a quarter the book, then the loose end tie ups middle, some political intrigue which was fine, more philosophizing about things that really didn't need to be spelled out, because they'd previously been shown, but were spelled out anyway, I mean, you've got to know when to let a topic drop and just not hammer it over and over and...<br /><br />All the universe level drama gets resolved in the last few chapters, and we end up with still only a hint of how the whole thing works, or should work.<br /><br />I'd have preferred less navel gazing and more world creation drama.  I read to the end, so that says something.  Readable, yet not quite satisfying.  Such is life.",3.0,0,2021
A dumb book,"This book is being marketed as a psychological thriller but it's nothing of the kind. The Brooklyn gentrification angle is interesting but the characters are stereotypes. There's a ridiculously overwritten sex scene, and the ending is completely improbable. I hated it.",1.0,0,2021
Each Journey Through Life is Different,"Things to know before purchasing/downloading: This book contains adult language, adult situations (including intimate moments), traumatic events, and medical terminology.<br /><br />Jamison Hill had dreams and aspirations that determined his goals for his future. He worked hard to obtain them. His journey through life took him on some unexpected paths.<br /><br />Mr. Hill told his story. His truths are not mine. His life is not yours. I have high respect for him and the effort it took to share the events that altered his journey through life.<br /><br />I hope those people who have had a similar path or know someone who has been affected by an invisible disease take comfort in knowing they are not alone.<br /><br />Disclaimer: I voluntarily read an advanced reader's copy of this book via NetGalley courtesy of Inkshares. The above reflects my honest insights. The book was so good that I pre-ordered a copy for my virtual library.",5.0,1,2021
Great story!,"This ""coming of midlife age"" story is really interesting! It took me a while to like the main character because our first intro is to an angry woman, who remains angry for a good while. Yes, causation is present, but it's challenging to feel genuine sympathy for a character who is not given a great deal of character to love and who is ready to jump into bed with someone almost immediately.  As the story progressed though, we are gifted more to like. I'm hoping in the next book, there is more to love about this lady. The storyline is great and the supporting cast is good.",5.0,1,2021
"Great book, huge improvement in writing","This was a delightful book that had some excellent character development alongside the rpg/cultivation elements.  Some character learned to acknowledge their past flaws without being crippled or completely defined by them, and others made mistakes that they nevertheless learned from.  I greatly appreciated Ryun's less one-dimensional character, and both he and Zach grow as people, if not always upwards.<br /><br />The system is not the crunchiest available, but is still reasonably thought out, and very flavorful.  Kal avoids the common mistake of delving too far into the details of an economy or management, while still giving just enough to flesh out the world.  Consistency is also improved over the prior books.  Although not perfect, Kal is clearly thinking about what titles people are likely to develop, and how some organizations might be farming them.<br /><br />As an aside, it looks like a reviewer is extremely upset that there are social elements he doesnt like.  Specifically, a nonstandard (ie, same-sex) relationship involving minor characters.  It was tasteful, directly discussed in 4 of the 45 chapters, provides some depth for those characters, and at one point is an impetus for character development of a main character, who realizes that he misses his deceased lover on observing a happy couple.  The reviewer also mentions a non-gendered *alien* that doesn't even appear in this book. Neither is a major plot focus, nor overtly political, except in the sense that any story is.",5.0,1,2021
Better than the average,Nice short history that is not complete leftist drivel. He has a somewhat large section of Trump....whom I feel is one of the most important presidents. It is somewhat orthodox and not super revealing about the power struggle between the collectivists and the individualists but it is much more honest than a lot of stuff and I think that it is good to brush up on what the majority have been programmed to think...; this however does show that we have been indoctrinated and gives a view of appreciation for our rights and not a ungrateful angry rant about racism and 'greedy' free market capitalism.  Decent read that can help hone your discernment of history.,3.0,0,2021
Another great addition to the series!,"Hawk is the 7th book in the Satan Sinner's MC universe, and focuses on recently initiated Hawk and Amara. It's best to read the books in order, and Serena Akeroyd's vivid writing and exciting plot keeps you connected and invested throughout each book. I love this one because though it focuses on our romantic leads, it also builds and expands so many plotlines that run through this MC series and the author's Irish Mob series, the Five Points. Highly suggest reading this book for:<br /><br />-a kind, patient, and understanding male character. Hawk is a brother in the MC, but he feels off balanced after his twin left. While he has the reputation of being grumpy, the glimpses we see of his inner thoughts about his family and how it affected his own views about life and love, his perceptive thoughts about his love interest Amara, and his desire to create a family of his own shows his hunger and determination to grab love when he sees it<br />-a resilient, possessive, blood thirsty female character whose transformation was as empowering as it was inevitable. While Amara's experience being trafficked was a horrendous ordeal, there's so much vulnerability and growth in her thinking and transformation from victim to survivor. I honestly fall for every new heroine we're introduced to, and Amara is no exception. We're here for a POWERFUL KWEEN.<br />-an unconventional love story that's full of mystery, heat, and a healthy dash of fate. The animal imagery of the majestic hawk, the timid little bird, and the lost buzzard are pretty prominent throughout this book, and it speaks to what love should be and do for you: surround you, lift you up, and help you fly. There's freedom in their love because they're not afraid or ashamed to show all the rough and damaged parts of their characters, which only makes them and their love more powerful.<br /><br />""Let's bring the thunder, sky girl.""",5.0,1,2021
Editing is the least of the problems,"Whole pages are repeated, font changes, and the typos are to numerous to count!  The writing is as juvenile as the cover art. There’s a significant amount of repetition and over descriptions. The story ideas aren’t bad hence the second star.",2.0,0,2021
Wonderful,An original like no other and beautifully written. A gem of a book. I'm off to look for her others.,5.0,1,2021
Iffy review,"Lots of recipes, for sure.  But for me, I have a few issues that keep it from five stars.  Too many of the recipes are custard based using 5 egg yolks (a cholesterol nightmare in addition to permeating the recipe with eggy flavor and a cloying mouth feel).  Next, the repeated ""warm the mixture until small bubbles appear"" or ""until it starts to steam"" instead of just giving a thermometer temperature, and then again, ""'rewarm' the mixture until....""  None of the desired results arise from a ""warmed"" mixture, it's unnecessarily imprecise and misleading.  But a real biggie, each recipe has a paragraph or more introducing it.  However, it's disappointing that in a book filled with recipes (and that's the whole point of buying it), these preambles talk about where the author was or what happened the day he tried the subject kind of ice cream instead of describing the subject recipe's consistency or its flavor range or tips about the ingredients or other information that has some relevance to the recipe.<br />The one thing I do like about it is he provides links, which on the Kindle edition lets you go direct and then hit the back button to return to the recipe.  And another thing i quickly derived from the book as a newbie ice cream maker when I bought it -- by reading one recipe after another that are an exact reprint except changing to different flavorings, you see the pattern loud and clear so you become emboldened to just use whatever base you gravitate toward (either a 5-egg custard as written, or the so-called ""Philadelphia"" base which has no eggs, where you can use 1/2C instant nonfat dry milk powder to absorb the free water with no cost of taste, and get the same creaminess (or better) either just with that or perhaps 1/4 tsp. each of guar and locust bean gum powders (plant based) where the guar addresses creaminess and viscosity and the LBG helps control ice crystal growth.<br />All in all, I would personally not invest in the hard copy of this book should you have a Kindle.",3.0,0,2021
Guys a rip off. Wants you to pay $4k a year to only make $100 a day,This guy is a scam like most people. He makes you sit in on a 4 hour video saying how you should be realistic and focus on only winning $100 a day and then at the end tells you his class is on sale for $4000 for the year. What a rip off if I'm only making $100 a day on your strategy how am I going to pay for your $4000 class?,1.0,0,2021
Riveting page turner,I totally enjoyed this book.  How many of us would ever think of Merfolk in quite such a horrific way?  The story kept me up well into the night. I had to know the ending. It was greatly entertaining!,5.0,1,2021
All of the usual genre flaws blossomed in a bad way.,"I have a few regular complaints with LitRPG tales, and sadly Temper proved to dive into many of those issues creating a tale that dragged at times, and was overly obvious in others.<br /><br />The first and biggest problem is the idiocy of the characters.  There were so many moments that the characters did things that made absolutely no sense to me.  They talked when action was required.  They backed down when they had opportunities to push forward to complete things.  They ignored some obvious hints that certain members of the larger group needed to be eliminated before they turned on the group.  It was just a collection of what I felt were cringe worthy decisions and habits.  I don't like this, but it is far too common in this kind of tale.<br /><br />Second is the hero who can't prioritize things.  I think the series The Land had this problem to a higher degree, but the hero here is told he needs to grab ""nodes"", and he has the ability to identify them.  But then he scouts 3, coming close to taking out one only to decide ""let's go check out the fourth one I know about"", leaving the one node they have already half beat alone.  Then the node he decides to check out takes some 5 different trips before he manages to finish, and of course that delay results in a massive number of unnecessary casualties.<br /><br />But wait.  We have villains who are extremely powerful in some ways, resulting in the hero being almost powerless at times despite the hero being so OP that even the other characters mention how powerful he is.  And as always I find myself shaking my head.  The power levels need to be dropped.  Honestly, I'm reminded of a note given to Game Masters in the foreword for a GM's guide I read 20+ years ago.  The writer pointed out that most people want their adventures to be tough, but winnable.  They find a greater emotional payoff if the hero finishes the adventure like John McClane at the end of Die Hard.  Yes, they struggled.  Yes, they got hurt.  But at the end they walk out victorious.  But stories like this turn fights into ""we'll have all the redshirts die and be forced to some completely inexplicable Deus ex Author twist to survive and win the fight"" or ""Nothing happened in this fight.""<br /><br />The book isn't bad, and the series was definitely an inspired idea.  But I have to say that in my mind this book does not really qualify as a good story.  It uses over-powered, but stupid characters constrained by the author's need to push the plot not through their own actions, but with inserted perils that always push the stakes higher.<br /><br />Its a 3 star tale.  Needs to have been better thought out.",3.0,0,2021
Repetitive,"I did not like this book bcz of it's repetitive storylines. (If I NEVER see another mango, coconut, or papaya, it will be too soon.) Hundreds of references to the characters eating this. Really unnecessary. The opening scenes of the book were so confusing because they hopped so fast I couldn't catch my breath.And not in a good way. I won't get into the story, so as not to spoil it for other readers. However, I will say that I enjoyed being a part of the Ocean stuff. I hung in there to the end and read the entire book. Yet it was extremely difficult, due to the repetition of nearly everything. The other extremely difficult part was the implausibility of so very much. Believability simply was not there. Many little details missing, or crazily exaggerated. Details make it more *real"" sounding. I couldn't even call it fantasy. Even fantasy has believable details. Additionally, the ongoing references to sexual innuendo between 2 of the characters, was completely inappropriate and ill fitting for the situation. It is like it came out of nowhere and spoiled the entire setting. Nobody in their right mind - on the entire planet - would ever think of sexual stuff, after having been through what those characters had gone through. That was just 1 more example of implausibility. It did not go unnoticed that the author chose to stereotype the Mexican man, as some ""wolverine sex pot,"" which is quite telling as to her own racial profiling belief.  Lastly, I gave it 2 stars bcz I know how hard it is to write a book. The author is to be commended for her tenacity and hard work. Otherwise, this book gets zero stars from me.",2.0,0,2021
LOVED!!!  Cinderella with more than just a twist!,"I really enjoyed reading these books!  It was far more than reimagined fairy tales.  A unique world of magic, royalty, fae, ogres, dragons, warriors, witches, humans, political drama, battles and more.  It was fun watching Cendrilla grow, discover her own strength/powers and become far more than anyone expected from an orphaned servant.  This book is full of girl power.  Cendrilla may seem helpless at first, but she should never be under estimated.  Cendrilla saves the world (more than once) and changes it for the better so everyone can have a true happy ever after.",5.0,1,2021
DISAPPOINTING TO SAY THE LEAST,"I was so disappointed in this, the last Inspector Montalbano book, that I was barely able to finish reading it.  It was clear that Montalbano was tired of his job, burned out, ready to retire, but breaking of the fourth wall with Montalbano arguing with ""the author"" about the plot of the book, completely ruined it for me.  I can understand a character wanting to leave his career but the nonsense of talking to the author of the book was so off-putting that it left me angry.  I have read every one of the Montalbano mysteries over the years and liked some more than others but always felt satisfied with the endings even when they ended on a frustrating note.  This book, however, ended so badly that again, I felt disappointed and angry.<br /><br />I'm sorry that there will be no further Inspector Montalbano books but I can always begin the series again.  Rest in peace  Andrea Camilleri.  You have created a wonderful world of fiction for readers.",2.0,0,2021
"Fast paced, interesting read but unbelievable","I won this in a Goodreads and and was really looking forward to it. Overall,it was a pretty good quick read.The characters drew me in and I was definitely invested...maybe even too much at times!<br /><br />I almost had to DNF this VERY early on though. I don't handle violence or really any abuse on kids well and the very first chapter is brutal (to put it mildly), so if you're like me and child abuse or sexual assault is triggering, I would say away from this one!<br /><br />I did manage to read the entire book and it got easier the more I read. It went from too much detail to not enough in my opinion and things got a little cheesy and hard to believe at times, which took me out of the story.<br /><br />But I did enjoy it and it kept my attention enough I finished it in a few days. I'll probably read more from this author in the future",3.0,0,2021
Wow!  What a great read!  A real nail-biter up to the end!,"Excellent job, Dirk Cussler, following your father's lead in writing a superb techno-thriller!  Complete with a cameo appearance of Clive as a tugboat captain.  I love these books because they always give a great geography lesson.  We are introduced to minute details of remote geographical locations and undersea locations.  The descriptions of the gear used are accurate and compelling.  As always, the escapes from certain death are amazing, but believable.  The shattering conclusion and the Epilog are always appreciated.  Highly recommended!",5.0,1,2021
FANTASTIC!!!!!,"Well I can say that I've never read a Salvage Title book before.  Now I can also say that I'm going to have to go back and read them all.  Just great characters, great story.  I loved every page. Never cross a mother protecting her children, especially Siva.  And Harmon, just have to love a leader with his head and heart in the right place.  I can't recommend it enough. Definitely get this and you won't be disappointed.  I haven't read any before, I wasn't lost in the story, but I could see the references to other things that now I just want to know more about.",5.0,1,2021
